serra-dorichter-mhengge-r-cellulose-architectural-element-spatially-structured-escherichia-coli-biofilms-j-bacteriol-195-5540-5554-2013|Serra, D.O./Richter, A.M./Hengge R.: Cellulose as an architectural element in spatially structured Escherichia coli biofilms. J. Bacteriol. 195, 5540-5554, 2013.
serra-dohengge-r-stress-responses-go-three-dimensional-spatial-order-physiological-differentiation-bacterial-macrocolony-biofilms-environ-microbiol-16-1455-1471-2014|Serra, D.O./Hengge R.: Stress responses go three-dimensional - the spatial order of physiological differentiation in bacterial macrocolony biofilms. Environ. Microbiol. 16, 1455-1471, 2014.
epistemischer-sinn-und-asthetische-wirkung-das-betrachten-von-rontgenbildern-im-schaukasten-18961930|Vogel, Christian (2015): Epistemischer Sinn und ästhetische Wirkung. Das Betrachten von Röntgenbildern im Schaukasten, 1896–1930. In: Fotogeschichte, Jg. 35, Nr. 139, S. 19–28.
presurgical-navigated-tms-motor-cortex-mapping-improves-outcome-glioblastoma-surgery-controlled-observational-study_2|Picht, Thomas/Frey, D./Thieme, S./Kliesch, S./Vajkoczy, P. (2016): Presurgical navigated TMS motor cortex mapping improves outcome in glioblastoma surgery: a controlled observational study. In: J. Neurooncol., vol. 126, no. 3, pp. 535–543.
l-freyhult-stefan-zieme-virtual-scaling-function-adscft-phys-rev-d-79-105009-2009|L. Freyhult, Stefan Zieme: The virtual scaling function of AdS/CFT. In: Phys. Rev. D 79, 105009 (2009).
m-beccaria-v-forini-t-lukowski-and-s-zieme-twist-three-five-loops-bethe-ansatz-and-wrapping-jhep-0903-129-2009|M. Beccaria, V. Forini, T. Lukowski and S. Zieme: Twist-three at five loops, Bethe Ansatz and wrapping. In: JHEP 0903, 129 (2009).
c-sauer-soft-matter-eva-grubinger-jorg-heiser-eds-sculpture-unlimited-2-materiality-times-immateriality-sternberg-press-2015|C. Sauer: Soft matter. In: Eva Grubinger, Jörg Heiser (Eds) Sculpture Unlimited 2 Materiality in Times of Immateriality, Sternberg Press (2015).
video-game-practice-optimizes-executive-control-skills-dual-task-and-task-switching-situations|Strobach, T./Frensch, Peter A./Schubert, Torsten (2012): Video game practice optimizes executive control skills in dual-task and task switching situations. In: Acta Psychologica, 140 (1), 2012, pp. 13-24.
impacts-working-memory-training-executive-functioning|Salminen, Tiina/Strobach, Tilo/Schubert, Torsten (2012): On the impacts of working memory training on executive functioning. In: Frontiers in Human Neuroscience, vol. 6, p. 166. doi: 10.3389/fnhum.2012.00166.
murmle-folgend-windmonat|Seppi, Angela (2012): murmle, folgend, windmonat. In: sublin/mes. philosophieren von unten. a queer reviewed journal, Nr. 1, S. 33–35.
wie-gewohnt-die-siedlung-kleine-horst-hamburg-ohlsdorf|von Mende, Julia (2013): Wie gewohnt. Die Siedlung »Kleine Horst« in Hamburg-Ohlsdorf.In: Hamburgische Architektenkammer (Hg.): Architektur in Hamburg. Jahrbuch 2013. Hamburg: Junius, S. 120–124.
architektur-als-erster-schritt-portrait-uber-al-borde-equador|von Mende, Julia (2013): Architektur als erster Schritt. Portrait über Al Borde, Equador. In: Baumeister, Heft 01/2013.
architektur-im-klimawandel|Kraft, Sabine/von Mende, Julia/Müller, Agnes Katharina (Red.) (2007): Architektur im Klimawandel. In: ARCH+, Heft 184, Oktober 2007_.
leise-unsichtbar-und-autonom|Franz, Nina (2015):Leise, unsichtbar und autonom.In: taz, 14./15. März 2015, S. 25–27.
introduction-physics-self-folding-thin-structures|Guiducci, Lorenzo/Dunlop, John W. C./Fratzl, Peter (2016):An Introduction into the Physics of Self-Folding Thin Structures.In: Friedman, Michael/Schäffner, Wolfgang (eds.): On Folding. Towards a New Field of Interdisciplinary Research. Bielefeld: transcript, pp. 175–210.
demokratisches-chaos-konsequenzen-der-entmaterialisierung-von-musik|Schwesinger, Sebastian (2012):Demokratisches Chaos. Konsequenzen der Entmaterialisierung von Musik.In: de:bug – Cloud Musik, Nr. 3.
design-reaktor-berlin|Heidenreich, Stefan/Kufus, Axel (Hg.) (2008): Design Reaktor Berlin. Berlin: Univ. der Künste (ausgezeichnet mit dem Förderpreis für junge Buchgestalter).
erstarrte-natur|Uppenkamp, Bettina (2012): Erstarrte Natur. In: Ernst Kris: Erstarrte Lebendigkeit. Zwei Untersuchungen, hg. von Pablo Schneider, vorgestellt von Bettina Uppenkamp. Berlin/Zürich: diaphanes, S. 137–156.
der-fingerabdruck-als-indiz-macht-ohnmacht-und-kunstlerische-markierung|Bettina Uppenkamp (2010): Der Fingerabdruck als Indiz. Macht, Ohnmacht und künstlerische Markierung. In: Bredekamp, Horst/Bruhn, Matthias/Werner, Gabriele (Hg.): Bildwelten des Wissens 8,1. Kontaktbilder. Berlin: 2010.
judith-und-holofernes-der-italienischen-malerei-des-barock|Uppenkamp, Bettina (2004):Judith und Holofernes in der italienischen Malerei des Barock. Diss., Univ. Hamburg. Berlin: Reimer.
das-wissen-im-modell|Mahr, Bernd (2004):Das Wissen im Modell.KIT-Report Nr. 150. Berlin: Institut für Telekommunikationssysteme, Projektgruppe KIT. 
das-mogliche-im-modell-und-die-vermeidung-der-fiktion|Mahr, Bernd (2004):Das Mögliche im Modell und die Vermeidung der Fiktion. In: Macho, Thomas/Wunschel, Annette (Hg.): Science & Fiction. Teil 1: Über Gedankenexperimente in Wissenschaft, Philosophie und Literatur. Frankfurt a. M.: Fischer Taschenbuch Verlag.
der-ruinenwert-der-bilder|Franz, Nina (2013):Der Ruinenwert der Bilder.In: Texte zur Kunst, H. 92, S. 214–217.
natures-hierarchical-materials|Peter Fratzl, Richard Weinkamer (2007): Nature's hierarchical materials. In: Progress in materials science 52 (2007), 1263 - 1334.
vererbung-geschichte-und-kultur-eines-biologischen-konzepts|Rheinberger, Hans-Jörg/Müller-Wille, Staffan (2009): Vererbung. Geschichte und Kultur eines biologischen Konzepts. Frankfurt a. M.: S. Fischer.
ich-bin-im-bilde-fotobiografie-und-alltagskultur-19181985|Krausse, Joachim/Scheiffele, Walter (1987):Ich bin im Bilde. Fotobiografie und Alltagskultur 1918–1985. Berlin: Hochschule der Künste.
buckminster-fuller-und-die-ephemerisierung-der-architektur|Krausse, Joachim (1992):Buckminster Fuller und die Ephemerisierung der Architektur. In: arch+: Wohltemperierte Architektur, Nr. 113 (9/1992), 72–81.
unsichtbare-architektur-knud-lonberg-holm-und-die-stuctural-studies-associates|Krausse, Joachim (2011): Unsichtbare Architektur. Knud Lönberg-Holm und die Stuctural Studies Associates. Disko 20. Hg. von Arno Brandlhuber und Silva Linden. Nürnberg: AdBK.
historicizing-epistemology-essay|Rheinberger, Hans-Jörg (2010): On Historicizing Epistemology. An essay. Stanford: Stanford University Press.
sound-popular-culture-research-companion|Schulze, Holger/Papenburg, Jens Gerrit (eds.) (2015): Sound as Popular Culture. A Research Companion. Cambridge, M.A.: MIT Press.
sonic-persona-anthropology-sound|Schulze, Holger (2014): The Sonic Persona. An Anthropology of Sound. In: Michels, Axel/Wulf, Christoph (eds.): Exploring the Senses. South Asian and European Perspectives on Rituals and Performativity. London: Routledge, pp. 181–191.
body-sound-sounding-out-history-science|Holger Schulze (2012): The Body of Sound. Sounding out the History of Science. In: SoundEffects – An Interdisciplinary Journal of Sound and Sound Experience, vol. 2, no. 1, pp. 196–209. 
sound-studies-traditionen-methoden-desiderate-eine-einfuhrung|Schulze, Holger (Hg.) (2008): Sound Studies: Traditionen _ Methoden _ Desiderate. Eine Einführung. Bielefeld: transcript.
tod-und-bild-eine-phanomenologische-mediengeschichte|Därmann, Iris (1995): Tod und Bild. Eine phänomenologische Mediengeschichte.Diss., München: Fink.
collective-memory-and-european-identity-effects-integration-and-enlargement|Eder, Klaus/Spohn, Willfried (eds.) (2005): Collective Memory and European Identity. The Effects of Integration and Enlargement. Aldershot: Ashgate.
was-ist-falsch-am-falschen-rembrandt-mit-hightech-den-ratseln-der-kunstgeschichte-auf-der-spur|Czichos, Horst/Hahn, Oliver (2011): Was ist falsch am falschen Rembrandt? Mit High–Tech den Rätseln der Kunstgeschichte auf der Spur. München: Carl Hanser.
characterization-spatial-arrangement-secondary-osteons-diaphysis-equine-and-canine-long-bones|Shahar, R./Lukas, C./Papo, S./Dunlop, J.W.C./Weinkamer, R. (2011): Characterization of the Spatial Arrangement of Secondary Osteons in the Diaphysis of Equine and Canine Long Bones. In: The Anatomical Record, vol., 294 no. 7, pp. 1093–1102.
thorsten-beck-2015-mit-christian-dirks-und-jorg-pache-aus-rot-wird-braun-die-bvg-1929-1945-herausgegeben-von-den-berliner-verkehrsbetrieben-bvg-aor-mitteldeutscher-verlag|Thorsten Beck: (2015) mit Christian Dirks und Jörg Pache: Aus Rot wird Braun. Die BVG 1929-1945. Herausgegeben von den Berliner Verkehrsbetrieben (BVG) AöR. Mitteldeutscher Verlag.
thorsten-beck-2009-museum-bewegt-geschichte-history-sells-angewandte-geschichte-als-wissenschaft-und-markt-s-291-298-herausgegeben-von-wolfgang-hardtwig-und-alexander-schug|Thorsten Beck: (2009) Museum bewegt Geschichte. In: History Sells! Angewandte Geschichte als Wissenschaft und Markt. S. 291-298. Herausgegeben von Wolfgang Hardtwig und Alexander Schug.
warburg-bildakt-and-embodiment|Trabant, Jürgen (2014):On Warburg, Bildakt and Embodiment.In: Trabant, Jürgen/Marienberg, Sabine (eds.): Bildakt at the Warburg Institute (Actus et Imago, 12). Berlin/Boston: De Gruyter.
jean-laurent-photographer-her-majesty-queen-fotografo-de-sm-la-reina|Wolff, Gregor (2015): Jean Laurent – Photographer to her Majesty the Queen (»Fotógrafo de S.M. la Reina«). In: id. (ed.): Explorers and Entrepreneurs Behind the Camera. The Stories Behind the Pictures and the Photographs from the Image Archive of the Ibero-American Institute. Berlin: Ibero-Amerikanisches Institut, pp. 8–15.
bilder-die-nicht-lugen|Greifeneder, Elke/Seadle, Michael (2009): Bilder, die nicht lügen. In: B.I.T. Online, Jg. 12, Nr. 1, S. 11–16.
die-entdeckung-einer-wissensarchitektonischen-karte|Hansmann, Sabine/Koval, Peter (2015): Die Entdeckung einer wissensarchitektonischen Karte.In:  Bredekamp, Horst/Schäffner, Wolfgang (Hg.): Haare hören – Strukturen wissen – Räume agieren. Berichte aus dem Interdisziplinären Labor »Bild Wissen Gestaltung«. Bielefeld: transcript, S. 89–109.
bilder-des-korpers|Badakhshi, Harun (2011): Bilder des Körpers. In: Claus Pias (Hg.): Kulturfreie Bilder. Erfindungen der Voraussetzungslosigkeit. Berlin: Kadmos.
medizinische-visualisierung-strategien-technologien|Badakhshi,Harun (2006): Medizinische Visualisierung. Strategien. Technologien. In: Hinterwaldner, Inge/Buschhaus, Markus (Hg.): The Picture’s Image. Wissenschaftliche Visualisierung als Komposit. München: Wilhelm Fink, S. 199–205.
tms-transkranielle-magnetstimulation-der-gliomchirurgie|Picht, Thomas/Vajkoczy, P. (2017, in print):TMS (transkranielle Magnetstimulation) in der Gliomchirurgie. In: Simon, Matthias (Ed.): Gliomchirurgie.  Berlin: Springer Verlag.
ethnizitat-und-geschlecht-post-koloniale-prozesse-geschichte-kunst-und-medien|Bruns, Claudia, zusammen mit dem DFG-Graduiertenkolleg »Identität und Differenz. Geschlechterkonstruktion und Interkulturalität (18.–21. Jh.)« (Hg.) (2005): Ethnizität und Geschlecht. (Post-)Koloniale Prozesse in Geschichte, Kunst und Medien. Köln u.a.: Böhlau Verlag.
bildtheorien-aus-frankreich|Därmann, Iris/Busch, Katrin (Hg.) (2011): Bildtheorien aus Frankreich.München: Fink.
theorien-der-gabe|Därmann, Iris (2010): Theorien der Gabe.Hamburg: Junius.
fremde-monde-der-vernunft-die-ethnologische-provokation-der-philosophie|Därmann, Iris (2005): Fremde Monde der Vernunft. Die ethnologische Provokation der Philosophie.München: Fink. (Habil.)
quantitative-approach-stochastics-bone-remodelling|Rusconi, M./Valleriani, A./Dunlop, J. W. C./Kurths, J./Weinkamer, R. (2012): Quantitative Approach to the Stochastics of Bone Remodelling. In: EPL, vol. 97, no. 2.
modeling-vitro-wound-healing-some-models-and-experimental-validation|Vermolen, F. J./ Gefen, A./Dunlop, J. W. C. (2012): Modeling of In-Vitro ›Wound‹ Healing: Some Models and Experimental Validation. In: Advanced Biomaterials, vol. 14, B76–B88.
influence-aqueous-calcium-phytatecalcium-hydrogen-carbonate-treatment-chemical-composition-iron-gall-inks|Hahn, Oliver/Wilke, Max Max/Wolff, Timo (2009): Influence of Aqueous Calcium Phytate/Calcium Hydrogen Carbonate Treatment on the Chemical Composition of Iron Gall Inks. In: Restaurator, vol. 29, iss. 4, pp. 235–250.
numerische-mathematik-1-eine-algorithmisch-orientierte-einfuhrung|Deuflhard, Peter/Hohmann, Andreas (2008): Numerische Mathematik 1. Eine algorithmisch orientierte Einführung. 4. überarb. u. erw. Aufl. Berlin/New York: De Gruyter.
numerische-mathematik-2-gewohnliche-differentialgleichungen-3-aufl|Deuflhard, Peter/Bornemann, Volkmar (2008): Numerische Mathematik 2. Gewöhnliche Differentialgleichungen. 3. Aufl. Berlin/New York: de Gruyter.
numerische-mathematik-3-adaptive-losung-partieller-differentialgleichungen|Deuflhard, Peter/Weiser, Martin (2011): Numerische Mathematik 3. Adaptive Lösung partieller Differentialgleichungen. Berlin/New York: De Gruyter.
mathematics-facial-surgery|Deuflhard, Peter/Weiser, Martin/Zachow, Stefan (2006): Mathematics in Facial Surgery. In: Notices of the AMS, vol. 53, no. 9, pp. 2–6.
ansichten-des-menschen-und-der-natur-wilhelm-und-alexander-von-humboldt|Trabant, Jürgen (2015): Ansichten des Menschen und der Natur. Wilhelm und Alexander von Humboldt. In: Leibfried, Stephan/Markschies, Christoph/Osterkamp, Ernst/Stock, Günter (Hg.): Berlins wilde Energien. Porträts aus der Geschichte der Leibnizschen Wissenschaftsakademie. Berlin/Boston: De Gruyter, S. 116–141.
n-lindow-d-baum-h-c-hege-ligand-excluded-surface-new-type-molecular-surface-ieee-transactions-visualization-and-computer-graphics-2012-pp-2486-2495-2014|N. Lindow, D. Baum, H.-C. Hege: Ligand Excluded Surface: A New Type of Molecular Surface. In: IEEE Transactions on Visualization and Computer Graphics, 20(12), pp. 2486-2495 , 2014.
wirkliche-fiktionen-gedankenexperimente-wissenschaft-und-literatur|Krauthausen, Karin (2010):Wirkliche Fiktionen. Gedankenexperimente in Wissenschaft und Literatur. In: Gamper,Michael (Hg.): Experiment und Literatur. Themen, Methoden, Theorien – ein Kompendium. Göttingen: Wallstein, S. 278–320.
un-viaje-desde-la-memoria-interminable|Báez Rubí, Linda (2015): Un viaje desde la memoria interminable. Online unter: http://iconology.hypotheses.org/1277 (zuletzt aufgerufen: 20. Juli 2016).
gernot-grube-platons-langlebige-episteme-moderne-kulturwissenschaftliches-jahrbuch-5-2009-spuren-innsbruck-2010|Gernot Grube: Platons langlebige Episteme, in: Moderne. Kulturwissenschaftliches Jahrbuch 5 _(2009). Spuren, Innsbruck 2010. _
ernst-cassirer-form-and-technology-contemporary-readings|Hoel, Aud Sissel/Folkvord, Ingvild (eds.) (2012):Ernst Cassirer on Form and Technology: Contemporary Readings.Basingstoke: Palgrave Macmillan.
koppers-l-hoecht-v-schaffert-m-2014-immobiliensituation-im-landkreis-tirschenreuth-studie-fur-das-bayerische-wirtschaftsministerium-unveroffentlicht-aktuell-pol-inwertsetzung|Koppers, L., Hoecht, V., Schaffert, M., 2014. Immobiliensituation im Landkreis Tirschenreuth, Studie für das Bayerische Wirtschaftsministerium, unveröffentlicht, aktuell: pol. Inwertsetzung
koppers-l-hoecht-v-bergfeld-benndorf-f-2012-wiederauflage-2014-wanderungsmotivuntersuchung-wunsiedel-2012-studie-fur-die-stadt-wunsiedel|Koppers, L., Hoecht, V., Bergfeld, A., Benndorf, F., 2012. Wiederauflage 2014.: Wanderungsmotivuntersuchung Wunsiedel 2012, Studie für die Stadt Wunsiedel, 
elena-semenova-und-martin-stricker-eine-ontologie-der-wissenschaftsdisziplinen-entwicklung-eines-instrumentariums-fur-die-wissenskommunikation-wissenschaftskommunikation-der-zukunft-4-konferenz-der-zentralbibliothek-im-forschungszentrum-julich-6|Elena Semenova und Martin Stricker: Eine Ontologie der Wissenschaftsdisziplinen. Entwicklung eines Instrumentariums für die Wissenskommunikation. In: Wissenschaftskommunikation der Zukunft, 4. Konferenz der Zentralbibliothek im Forschungszentrum Jülich, 6
gernot-grube-ubertragung-verwandlung-und-symbolgebrauch-drehmomente-philosophische-reflexionen-fur-sybille-kramer-berlin-2011|Gernot Grube: Übertragung, Verwandlung und Symbolgebrauch, in: Drehmomente. Philosophische Reflexionen für Sybille Krämer, Berlin 2011. 
ehlers-m-k-behncke-f-w-gerstengarbe-f-hillen-l-koppers-l-stroink-j-wachter-eds-2008-digital-earth-summit-geoinformatics-2008-tools-global-change-research-wichmann-verlag-heidelberg-274-pp|Ehlers, M., K. Behncke, F.-W. Gerstengarbe, F. Hillen, L. Koppers, L. Stroink, J. Wächter (Eds.), 2008. Digital Earth Summit on Geoinformatics 2008: Tools for Global Change Research. Wichmann Verlag, Heidelberg, 274 pp.
h-hoch-wessel-m-asche-d-baum-et-al-non-sexual-abdominal-appendages-adult-insects-challenge-300-million-year-old-bauplan-current-biology-241-pp-r16-r17-2014|H. Hoch, A. Wessel, M. Asche, D. Baum et al.: Non-Sexual Abdominal Appendages in Adult Insects Challenge a 300 Million Year Old Bauplan. In: Current Biology, 24(1), pp. R16-R17, 2014.
jan-dirk-roggenkamp_2|Jan Dirk Roggenkamp: Verantwortlichkeit der Diensteanbieter (§§ 7 – 10 TMG). In: Dirk Heckmann: juris Praxiskommentar Internetrecht, 3. Aufl., Saarbrücken: 2011.
sarah-link-die-koordinierungsstelle-fur-wissenschaftliche-universitatssammlungen-deutschland-bulletin-des-deutschen-museumsbundes-22014-s-23|Sarah Link: Die Koordinierungsstelle für wissenschaftliche Universitätssammlungen in Deutschland, Bulletin des Deutschen Museumsbundes, 2/2014, S. 23
computergestutzte-3d-rekonstruktionen-der-palaontologie-anhand-von-serienschnitten|Henßel, K./Schmid, D.U./Leinfelder, Reinhold (2002): Computergestützte 3D-Rekonstruktionen in der Paläontologie anhand von Serienschnitten. In: Mathematische Geologie, Bd. 6, hg. von Hannes Thiergärtner. Dresden: CPress Verlag, S. 131–142.
minispotlights-17-ausgewahlte-forschungsprojekte|Leinfelder, Reinhold (2009):Minispotlights – 17 ausgewählte Forschungsprojekte. In: Krull, W./Graf, B. (Hg.): Was heißt und zu welchem Ende betreibt man Forschung an Museen. Mitteilungen und Berichte aus dem Institut für Museumsforschung, Bd. 48. Berlin, S. 59–97.
kassensturz-fur-den-weltklimavertrag-sondergutachten-wissenschaftlicher-beirat-der-bundesregierung-globale-umweltveranderungen-wbgu|Leinfelder, Reinhold/Schellnhuber, H.-J. u.a. (2009): Kassensturz für den Weltklimavertrag. Sondergutachten, Wissenschaftlicher Beirat der Bundesregierung, Globale Umweltveränderungen (WBGU). Berlin: WBGU.
fur-alle-und-keinen-lekture-schrift-und-leben-bei-nietzsche-und-kafka|Vogl, Joseph (2008):Für alle und keinen. Lektüre, Schrift und Leben bei Nietzsche und Kafka. Berlin: diaphanes.
paraphrasen-und-andere-formen-des-wissenschaftlichen-fading-sieben-szenen-aus-der-scientific-community|Trabant, Jürgen (2015): Paraphrasen und andere Formen des wissenschaftlichen fading. Sieben Szenen aus der scientific community. In: Lahusen, Christiane/Markschies, Christoph (Hg.): Zitat, Paraphrase, Plagiat. Wissenschaft zwischen guter Praxis und Fehlverhalten. Frankfurt/New York: Campus, S. 181–188. 
wolfgang-coy-claus-pias-hrsg-powerpoint-macht-und-einfluss-eines-prasentationsprogramms-frankfurt-m-2009|Wolfgang Coy, Claus Pias (Hrsg.): Powerpoint? Macht und Einfluss eines Präsentationsprogramms. Frankfurt a. M. 2009.
die-koreanischen-aufnahmen-im-lautarchiv-der-humboldt-universitat-wissenschaftliches-booklet-zur-cd-edition-lieder-der-sehnsucht-koreanische-stimmen-aus-berlin-vom-anfang-des-20-jahrhunderts|Hennig, Jochen/Grossert, Sarah (2014):Die koreanischen Aufnahmen im Lautarchiv der Humboldt-Universität. Wissenschaftliches Booklet zur CD-Edition Lieder der Sehnsucht. Koreanische Stimmen aus Berlin vom Anfang des 20. Jahrhunderts.Seoul: National Gugak Center.
whats-name|Stach, Thomas (2015):What’s in a name? In: J. Zool. Syst. Evol. Res., vol. 53, p. 350. doi: 10.1111/jzs.12105.
sarah-link-die-koordinierungsstelle-fur-wissenschaftliche-universitatssammlungen-museumsjournal-12014-s-8-9|Sarah Link: Die Koordinierungsstelle für wissenschaftliche Universitätssammlungen, Museumsjournal, 1/2014, S. 8-9
sarah-link-koordinierungsstelle-fur-wissenschaftliche-universitatssammlungen-deutschland-projekteintrag-clio-online-ev-24022014|Sarah Link: Koordinierungsstelle für wissenschaftliche Universitätssammlungen in Deutschland, Projekteintrag Clio-online e.V., 24.02.2014
severine-marguin-die-freie-kunstszene-berlins-und-die-pluralisierung-der-autonomie-zahner-n-und-karstein-u-hrsg-autonomie-der-kunst-zur-aktualitat-eines-gesellschaftlichen-leitbildes-transcript-verlag-im-erscheinen-2016|Séverine Marguin: Die Freie Kunstszene Berlins und die Pluralisierung der Autonomie. In: Zahner N. und Karstein U. (Hrsg.), Autonomie der Kunst? Zur Aktualität eines gesellschaftlichen Leitbildes, Transcript Verlag (im Erscheinen 2016)
explorieren-entdecken-testen|Steinle, Friedrich (2008): Explorieren – Entdecken – Testen.In: Spektrum der Wissenschaft, Nr. 9/2008, S. 34–41. 
repositioning-university-collections-scientific-infrastructures-new-approach-germany|Weber, Cornelia/Link, Sarah/Stricker, Martin/Zauzig, Oliver (2016): Repositioning University Collections as Scientific Infrastructures. A New Approach in Germany.In: Wolfschmidt, Gudrun (ed.): Enhancing University Heritage-Based Research. Nuncius Hamburgensis. Beiträge zur Geschichte der Naturwissenschaften, vol. 33. Hamburg: Tradition, pp. 17–29.
sammeln-als-wissen-das-sammeln-und-seine-wissenschaftsgeschichtliche-bedeutung|te Heesen, Anke/Spary, E. C. (Hg.) (2001): Sammeln als Wissen. Das Sammeln und seine wissenschaftsgeschichtliche Bedeutung. Göttingen: Wallstein-Verlag.
"connect-effort-pleasure-overcoming-perceptual-gap-between-body-and-mind|Katan, Einav (2015): Connect Effort into Pleasure; Overcoming the Perceptual Gap Between Body and Mind. In: Eshel, Ruth (Ed.): Dance Today – the dance magazine of Israel, no. 28. Tel-Aviv."
end-illusion|Vogl, Joseph (2015): The End of an Illusion. In: Fianance and Society, Jg. 1, Nr. 2, S. 38–41.
digitalisierung-und-wissenschaftliche-universitatssammlungen-als-infrastrukturen-fur-forschung-und-lehre|Weber, Cornelia/Stricker, Martin (2016):Digitalisierung und wissenschaftliche Universitätssammlungen als Infrastrukturen für Forschung und Lehre.In: Bierende , Edgar/Duerr, Frank/Moos, Peter/Seidl, Ernst (Hg.): Sichtbare Sammlungen. Diskurse und Dokumente des Projekts „MAM | MUT“. Tübingen, S. 23–25. (Schriften des Museums der Universität Tübingen MUT 11).
potenziale-sichtbar-und-nutzbar-machen-die-koordinierungsstelle-fur-wissenschaftliche-universitatssammlungen-deutschland|Weber, Cornelia/Link, Sarah (2015): Potenziale sichtbar und nutzbar machen. Die Koordinierungsstelle für wissenschaftliche Universitätssammlungen in Deutschland.In: neues museum. Die österreichische Museumszeitschrift 15-1/2, S. 12–15.
body-numbers-medizinische-visualistik-strategien-technologien|Badakhshi, Harun (2002): Body in numbers. Medizinische Visualistik: Strategien, Technologien. In: Verstärker. Ein Internetjahrbuch für Kulturwissenschaft Bd. 7.  
jorg-trempler-catastrophes-and-their-images-event-and-pictorial-act-res-journal-anthropology-and-aesthetics-vol-6364-spring-autumn-2013-harvard-university-press-s-201-2014|Jörg Trempler: Catastrophes and their images: Event and pictorial act, in: RES: Journal of Anthropology and Aesthetics, Vol. 63/64: Spring Autumn 2013, Harvard University Press, S. 201-2014. 
der-stil-des-augenblicks-ein-essay-zu-theodore-gericaults-floss-der-medusa-essay-zum-reprint-von-savigny-und-correard-der-schiffbruch-der-fregatte-medusa-1818-berlin-matthes-und-seitz-2005-s-191-240|Der Stil des Augenblicks. Ein Essay zu Théodore Géricaults Floß der Medusa. Essay zum Reprint von Savigny und Corréard, Der Schiffbruch der Fregatte Medusa (1818), Berlin: Matthes und Seitz 2005, S. 191-240.
insights-insights-visual-narratives-medical-imaging-and-intervention-technologies-and-popular-discourse|Roethe, Anna L. (2014): Insights into Insights: Visual Narratives of Medical Imaging and Intervention Technologies, and the Popular Discourse. In: Görgen, Arno/Fangerau, Heiner (Hg.): Medical Images and Medical Narratives in Late Modern Popular Culture.
inga-schaub-die-botschaft-der-toten-bilder-unmoglicher-trauer-kunsttextede-sektion-gegenwart-nr-1-2011-9-seiten|Inga Schaub: Die Botschaft der Toten: Bilder unmöglicher Trauer. In: kunsttexte.de, Sektion Gegenwart, Nr. 1, 2011 (9 Seiten)
christine-schmid-christine-unrau-territoriale-zentren-und-peripherien-lukas-becht-alexander-hirschfeld-sebastian-neubauer-hrsg-mythos-mitte-wirkmachtigkeit-potenziale-und-grenzen-der-unterscheidung-zentrumperipherie-wiesbaden-2011|Christine Schmid, Christine Unrau: Territoriale Zentren und Peripherien. In: Lukas Becht, Alexander Hirschfeld, Sebastian Neubauer (Hrsg.): Mythos Mitte – Wirkmächtigkeit, Potenziale und Grenzen der Unterscheidung ´Zentrum/Peripherie´. Wiesbaden: 2011.
jan-dirk-roggenkamp-kommentierung-der-12-20-bdsg-11-15a-tmg-zt-mit-n-hullen-kai-uwe-plath-hrsg-datenschutzrecht-kommentar-koln-2012|Jan Dirk Roggenkamp: Kommentierung der §§ 12 – 20 BDSG, 11 – 15a TMG (z.T. mit N. Hullen). In: Kai-Uwe Plath (Hrsg.), Datenschutzrecht – Kommentar. Köln: 2012.
adventurer-bike-and-camera-sumner-w-matteson-18671920|Wolff, Gregor (2015): Adventurer with Bike and Camera: Sumner W. Matteson (1867–1920). In: id. (ed.): Explorers and Entrepreneurs Behind the Camera. The Stories Behind the Pictures and the Photographs from the Image Archive of the Ibero-American Institute. Berlin: Ibero-Amerikanisches Institut, pp. 136–145. (mit Anja Müller und Gudrun Schumacher)
power-images-studies-history-and-theory-response|Freedberg, David (1989):The Power of Images: Studies in the History and Theory of Response. Chicago/London: University of Chicago Press. 
muscle-development-marbled-crayfish-insights-emerging-model-organism-crustacea-malacostraca-decapoda|Jirikowski, Günther/Kreissl, S./Richter, S./Wolff, C. (2010):Muscle development in the marbled crayfish – insights from an emerging model organism (Crustacea, Malacostraca, Decapoda). Development Genes Evolution, vol. 220, no. 3, pp. 89–105. doi: 10.1007/s00427-010-0331-7.
race-class-or-culture-construction-european-colonial-malaria-control|Bauche, Manuela (2015): Race, Class or Culture? The Construction of the European in Colonial Malaria Control.In: Comparativ. Zeitschrift für Globalgeschichte und vergleichende Gesellschaftsforschung. Nr. 5–6, Jg. 2015), S. 117–137.
europe-narrative-network-taking-serious-social-embeddedness-identity-constructions|Eder, Klaus (2011): Europe as a Narrative Network. Taking Serious the Social Embeddedness of Identity Constructions.In: Lucarelli, Sonia/Cerutti, Furio/Schmidt, Vivian A.: Debating Political Identity and Legitimacy in the European Union. Interdisciplinary Views. London: Routledge, pp. 38–54.
analyses-iron-gall-and-carbon-inks-means-x-ray-fluorescence-analysis-non-destructive-approach-field-archaeometry-and-conservation-science|Hahn, Oliver (2010): Analyses of Iron Gall and Carbon Inks by Means of X-ray Fluorescence Analysis: A Non-Destructive Approach in the Field of Archaeometry and Conservation Science. In: Restaurator, vol. 31, iss. 1, pp. 41–64.
markte-der-zukunft-das-kollektive-kalkul-eines-modernen-orakels|Schwesinger, Sebastian (2013):Märkte der Zukunft. Das kollektive Kalkül eines modernen Orakels. In: ilinx. Berliner Beiträge zur Kulturwissenschaften, Nr. 3: Ökonomische Praktiken, S. 85–92.
